0, 48.0
1, 50.0
2, 51.0
3, 52.0
4, 52.0
5, 52.0
6, 54.0
7, 54.0
8, 54.0
9, 56.0
10, 56.0
11, 58.0
12, 56.0
13, 56.0
14, 56.0
15, 56.0
16, 58.0
17, 56.0
18, 56.0
19, 58.0
20, 58.0
21, 58.0
22, 58.0
23, 56.0
24, 56.0
25, 56.0
26, 60.0
27, 58.0
28, 58.0
29, 58.0
30, 58.0
31, 60.0
32, 58.0
33, 58.0
34, 58.0
35, 59.0
36, 59.0
37, 58.0
38, 61.0
39, 61.0
40, 61.0
41, 61.0
42, 61.0
43, 63.0
44, 61.0
45, 61.0
46, 61.0
47, 61.0
48, 63.0
49, 63.0
50, 63.0
51, 63.0
52, 63.0
53, 64.0
54, 64.0
55, 63.0
56, 64.0
57, 63.0
58, 64.0
59, 64.0
60, 64.0
61, 64.0
62, 64.0
63, 64.0
64, 64.0
65, 64.0
66, 64.0
67, 64.0
68, 64.0
69, 64.0
70, 64.0
71, 64.0
72, 64.0
73, 64.0
74, 64.0
75, 64.0
76, 64.0
77, 64.0
78, 64.0
79, 64.0
80, 64.0
81, 64.0
82, 66.0
83, 64.0
84, 64.0
85, 64.0
86, 64.0
87, 64.0
88, 64.0
89, 64.0
90, 64.0
91, 64.0
92, 64.0
93, 64.0
94, 64.0
95, 64.0
96, 64.0
97, 64.0
98, 64.0
99, 64.0
100, 64.0
101, 64.0
102, 64.0
103, 66.0
104, 66.0
105, 64.0
106, 64.0
107, 64.0
108, 66.0
109, 64.0
110, 66.0
111, 64.0
112, 64.0
113, 64.0
114, 64.0
115, 66.0
116, 66.0
117, 66.0
118, 66.0
119, 66.0
120, 66.0
121, 68.0
122, 66.0
123, 66.0
124, 68.0
125, 66.0
126, 66.0
127, 66.0
128, 66.0
129, 68.0
130, 66.0
131, 67.0
132, 66.0
133, 66.0
134, 66.0
135, 64.0
136, 65.0
137, 65.0
138, 66.0
139, 66.0
140, 66.0
141, 66.0
142, 66.0
143, 66.0
144, 66.0
145, 66.0
146, 66.0
147, 66.0
148, 66.0
149, 66.0
150, 66.0
151, 66.0
152, 68.0
153, 68.0
154, 68.0
155, 68.0
156, 66.0
157, 66.0
158, 66.0
159, 66.0
160, 66.0
161, 66.0
162, 66.0
163, 66.0
164, 66.0
165, 68.0
166, 66.0
167, 66.0
168, 66.0
169, 66.0
170, 66.0
171, 67.0
172, 67.0
173, 68.0
174, 68.0
175, 68.0
176, 68.0
177, 70.0
178, 70.0
179, 70.0
180, 70.0
181, 70.0
182, 70.0
183, 70.0
184, 70.0
185, 70.0
186, 70.0
187, 70.0
188, 70.0
189, 70.0
190, 70.0
191, 70.0
192, 70.0
193, 70.0
194, 70.0
195, 70.0
196, 70.0
197, 70.0
198, 70.0
199, 70.0
200, 70.0
201, 70.0
202, 70.0
203, 70.0
204, 70.0
205, 70.0
206, 70.0
207, 70.0
208, 70.0
209, 70.0
210, 70.0
211, 70.0
212, 70.0
213, 70.0
214, 70.0
215, 70.0
216, 70.0
217, 70.0
218, 70.0
219, 70.0
220, 70.0
221, 70.0
222, 70.0
223, 70.0
224, 70.0
225, 70.0
226, 70.0
227, 70.0
228, 70.0
229, 70.0
230, 70.0
231, 70.0
232, 70.0
233, 70.0
234, 70.0
235, 70.0
236, 70.0
237, 68.0
238, 68.0
239, 68.0
240, 68.0
241, 68.0
242, 68.0
243, 70.0
244, 70.0
245, 68.0
246, 68.0
247, 68.0
248, 68.0
249, 68.0
250, 68.0
251, 68.0
252, 68.0
253, 68.0
254, 68.0
255, 68.0
256, 68.0
257, 68.0
258, 68.0
259, 70.0
260, 70.0
261, 70.0
262, 70.0
263, 70.0
264, 70.0
265, 70.0
266, 70.0
267, 70.0
268, 70.0
269, 70.0
270, 70.0
271, 70.0
272, 70.0
273, 70.0
274, 70.0
275, 70.0
276, 70.0
277, 70.0
278, 70.0
279, 70.0
280, 70.0
281, 70.0
282, 70.0
283, 70.0
284, 70.0
285, 70.0
286, 70.0
287, 70.0
288, 70.0
289, 70.0
290, 70.0
291, 70.0
292, 70.0
293, 70.0
294, 70.0
295, 70.0
296, 70.0
297, 70.0
298, 69.0
299, 70.0
300, 70.0
301, 70.0
302, 70.0
303, 70.0
304, 70.0
305, 70.0
306, 70.0
307, 70.0
308, 70.0
309, 72.0
310, 70.0
311, 70.0
312, 72.0
313, 70.0
314, 70.0
315, 70.0
316, 70.0
317, 70.0
318, 70.0
319, 70.0
320, 70.0
321, 70.0
322, 70.0
323, 70.0
324, 70.0
325, 70.0
326, 70.0
327, 70.0
328, 70.0
329, 70.0
330, 70.0
331, 70.0
332, 70.0
333, 70.0
334, 70.0
335, 70.0
336, 70.0
337, 70.0
338, 70.0
339, 70.0
340, 70.0
341, 70.0
342, 70.0
343, 70.0
344, 70.0
345, 70.0
346, 70.0
347, 70.0
348, 70.0
349, 70.0
350, 70.0
351, 70.0
352, 70.0
353, 70.0
354, 70.0
355, 70.0
356, 70.0
357, 70.0
358, 70.0
359, 70.0
360, 70.0
361, 70.0
362, 70.0
363, 70.0
364, 70.0
365, 70.0
366, 70.0
367, 70.0
368, 70.0
369, 70.0
370, 70.0
371, 70.0
372, 70.0
373, 70.0
374, 70.0
375, 70.0
376, 70.0
377, 70.0
378, 70.0
379, 70.0
380, 70.0
381, 70.0
382, 70.0
383, 70.0
384, 70.0
385, 70.0
386, 70.0
387, 70.0
388, 70.0
389, 70.0
390, 70.0
391, 70.0
392, 70.0
393, 70.0
394, 70.0
395, 70.0
396, 70.0
397, 70.0
398, 70.0
399, 70.0
400, 70.0
401, 70.0
